caseid,attribute_name,created_by,size_M,date_modified
1001,fs7-t1-t2-subfields-N4,tb571,407.8,Mon Jun  8 18:23:26 2020
1002,fs7-t1-t2-subfields-N4,tb571,464.93,Fri May  8 01:25:28 2020
1003,fs7-t1-t2-subfields-N4,tb571,393.15,Fri May  8 00:54:22 2020
1004,fs7-t1-t2-subfields-N4,tb571,418.84,Fri May  8 01:31:11 2020
1005,fs7-t1-t2-subfields-N4,tb571,383.72,Fri May  8 00:26:33 2020
1006,fs7-t1-t2-subfields-N4,tb571,370.92,Fri May  8 00:11:10 2020
1007,fs7-t1-t2-subfields-N4,tb571,418.13,Fri May  8 01:21:34 2020
1008,fs7-t1-t2-subfields-N4,tb571,370.51,Fri May  8 00:08:27 2020
1009,fs7-t1-t2-subfields-N4,tb571,401.02,Fri May  8 00:16:44 2020
1010,fs7-t1-t2-subfields-N4,tb571,435.4,Fri May  8 00:54:56 2020
1011,fs7-t1-t2-subfields-N4,tb571,429.01,Fri May  8 01:11:28 2020
1012,fs7-t1-t2-subfields-N4,tb571,427.24,Fri May  8 00:42:26 2020
1015,fs7-t1-t2-subfields-N4,tb571,406.52,Fri May  8 00:50:06 2020
1016,fs7-t1-t2-subfields-N4,tb571,403.0,Fri May  8 00:53:21 2020
1017,fs7-t1-t2-subfields-N4,tb571,407.08,Fri May  8 00:37:39 2020
1018,fs7-t1-t2-subfields-N4,tb571,410.06,Fri May  8 00:25:53 2020
1019,fs7-t1-t2-subfields-N4,tb571,323.72,Thu May  7 23:48:56 2020
1020,fs7-t1-t2-subfields-N4,tb571,390.25,Fri May  8 00:49:33 2020
1021,fs7-t1-t2-subfields-N4,tb571,398.32,Fri May  8 00:45:11 2020
1022,fs7-t1-t2-subfields-N4,-,-,-
1023,fs7-t1-t2-subfields-N4,tb571,399.79,Fri May  8 00:19:47 2020
1024,fs7-t1-t2-subfields-N4,tb571,415.53,Fri May  8 01:04:05 2020
1025,fs7-t1-t2-subfields-N4,tb571,380.18,Mon Jun  8 18:23:26 2020
1026,fs7-t1-t2-subfields-N4,tb571,420.17,Fri May  8 01:15:31 2020
1027,fs7-t1-t2-subfields-N4,tb571,405.64,Fri May  8 00:32:08 2020
1028,fs7-t1-t2-subfields-N4,tb571,420.74,Sat May  9 17:30:06 2020
1029,fs7-t1-t2-subfields-N4,tb571,410.88,Fri May  8 00:47:56 2020
1030,fs7-t1-t2-subfields-N4,tb571,423.81,Fri May  8 01:15:13 2020
1031,fs7-t1-t2-subfields-N4,tb571,385.55,Fri May  8 00:38:11 2020
1032,fs7-t1-t2-subfields-N4,tb571,433.96,Fri May  8 01:28:40 2020
1033,fs7-t1-t2-subfields-N4,tb571,365.57,Sat May  9 17:23:26 2020
1034,fs7-t1-t2-subfields-N4,tb571,397.49,Fri May  8 00:36:58 2020
1035,fs7-t1-t2-subfields-N4,tb571,399.77,Fri May  8 00:49:23 2020
1036,fs7-t1-t2-subfields-N4,tb571,420.85,Fri May  8 00:51:08 2020
1037,fs7-t1-t2-subfields-N4,tb571,366.24,Fri May  8 00:59:07 2020
1038,fs7-t1-t2-subfields-N4,tb571,392.34,Fri May  8 00:13:40 2020
1039,fs7-t1-t2-subfields-N4,tb571,406.75,Fri May  8 00:40:27 2020
1040,fs7-t1-t2-subfields-N4,tb571,385.32,Fri May  8 00:53:11 2020
1041,fs7-t1-t2-subfields-N4,tb571,383.62,Fri May  8 00:26:38 2020
1042,fs7-t1-t2-subfields-N4,tb571,433.14,Fri May  8 01:11:47 2020
1043,fs7-t1-t2-subfields-N4,tb571,389.25,Fri May  8 00:19:44 2020
1044,fs7-t1-t2-subfields-N4,tb571,429.94,Fri May  8 01:02:17 2020
1045,fs7-t1-t2-subfields-N4,tb571,415.17,Fri May  8 01:14:19 2020
1046,fs7-t1-t2-subfields-N4,tb571,387.8,Fri May  8 00:25:54 2020
1047,fs7-t1-t2-subfields-N4,tb571,356.16,Fri May  8 00:18:16 2020
1048,fs7-t1-t2-subfields-N4,tb571,338.39,Thu May  7 23:28:42 2020
1050,fs7-t1-t2-subfields-N4,tb571,408.22,Fri May  8 00:31:02 2020
1051,fs7-t1-t2-subfields-N4,tb571,380.8,Thu May  7 23:58:49 2020
1052,fs7-t1-t2-subfields-N4,tb571,404.41,Fri May  8 00:45:04 2020
1053,fs7-t1-t2-subfields-N4,tb571,410.51,Fri May  8 00:53:26 2020
1054,fs7-t1-t2-subfields-N4,tb571,399.84,Sat May  9 17:04:40 2020
1055,fs7-t1-t2-subfields-N4,tb571,406.85,Fri May  8 00:51:33 2020
1056,fs7-t1-t2-subfields-N4,tb571,394.91,Sat May  9 17:58:15 2020
1057,fs7-t1-t2-subfields-N4,tb571,432.25,Fri May  8 00:56:05 2020
1058,fs7-t1-t2-subfields-N4,tb571,398.28,Fri May  8 00:30:29 2020
1059,fs7-t1-t2-subfields-N4,tb571,434.66,Fri May  8 00:46:29 2020
1060,fs7-t1-t2-subfields-N4,tb571,381.56,Fri May  8 00:15:01 2020
1061,fs7-t1-t2-subfields-N4,tb571,400.0,Fri May  8 00:35:43 2020
1062,fs7-t1-t2-subfields-N4,tb571,406.5,Fri May  8 01:21:42 2020
1063,fs7-t1-t2-subfields-N4,tb571,378.26,Fri May  8 00:39:57 2020
1064,fs7-t1-t2-subfields-N4,tb571,395.48,Fri May  8 01:08:43 2020
1065,fs7-t1-t2-subfields-N4,tb571,403.82,Fri May  8 00:50:51 2020
1066,fs7-t1-t2-subfields-N4,tb571,384.9,Fri May  8 00:51:36 2020
1067,fs7-t1-t2-subfields-N4,tb571,433.49,Fri May  8 00:56:56 2020
1068,fs7-t1-t2-subfields-N4,tb571,369.71,Thu May  7 23:33:15 2020
1069,fs7-t1-t2-subfields-N4,tb571,407.49,Fri May  8 00:09:55 2020
1070,fs7-t1-t2-subfields-N4,tb571,467.54,Fri May  8 01:40:39 2020
1071,fs7-t1-t2-subfields-N4,tb571,367.85,Fri May  8 01:46:01 2020
1072,fs7-t1-t2-subfields-N4,-,-,-
